date,stream,swe_mm_we,snow_density_kg_m3
1994-10-01,final,0.128500,102.9732
1994-10-02,final,0.224349,108.6714
1994-10-03,final,0.222074,107.4528
1994-10-04,final,0.257955,111.4316
1994-10-05,final,0.127548,105.2254
1994-10-06,final,1.493046,122.7605
1994-10-07,final,2.257544,122.5154
1994-10-08,final,3.391206,125.6628
1994-10-09,final,3.011118,125.2190
1994-10-10,final,2.068342,124.4762
1994-10-11,final,1.294511,123.3002
1994-10-12,final,0.789690,121.6059
1994-10-13,final,0.545958,119.6386
1994-10-14,final,0.358001,116.3505
1994-10-15,final,3.843706,125.2140
1994-10-16,final,8.509531,137.0171
1994-10-17,final,10.309530,141.5901
1994-10-18,final,12.347697,147.2681
1994-10-19,final,11.709484,148.9668
1994-10-20,final,10.455951,149.6180
1994-10-21,final,9.134305,150.5352
1994-10-22,final,7.765164,150.7906
1994-10-23,final,6.570028,148.9207
1994-10-24,final,5.506057,146.1652
1994-10-25,final,4.776437,141.7512
1994-10-26,final,4.168760,138.1389
1994-10-27,final,3.698438,135.2556
1994-10-28,final,3.116119,133.2243
1994-10-29,final,2.563051,132.4988
1994-10-30,final,2.527100,131.6044
1994-10-31,final,3.554224,134.5811
1994-11-01,final,3.376043,135.1378
1994-11-02,final,2.942440,132.9481
1994-11-03,final,5.560095,142.3704
1994-11-04,final,12.256224,148.3646
1994-11-05,final,11.949931,150.8933
1994-11-06,final,11.254381,152.1470
1994-11-07,final,9.063202,153.4534
1994-11-08,final,7.493159,153.4479
1994-11-09,final,10.466284,152.5385
1994-11-10,final,9.861760,149.5921
1994-11-11,final,8.710061,147.9717
1994-11-12,final,8.809551,145.1487
1994-11-13,final,12.666296,145.6186
1994-11-14,final,17.906956,151.0911
1994-11-15,final,16.856200,154.1095
1994-11-16,final,15.853024,151.3436
1994-11-17,final,20.051199,151.9542
1994-11-18,final,20.788076,148.9648
1994-11-19,final,22.510726,145.0407
1994-11-20,final,28.397519,146.8766
1994-11-21,final,29.337189,150.5547
1994-11-22,final,30.215017,152.3207
1994-11-23,final,29.726650,149.9944
1994-11-24,final,29.488191,150.8319
1994-11-25,final,29.273724,152.7845
1994-11-26,final,29.000740,155.8275
1994-11-27,final,32.852022,163.5722
1994-11-28,final,32.933378,152.4435
1994-11-29,final,33.487589,152.7809
1994-11-30,final,33.475316,154.0026
1994-12-01,final,33.149348,156.1829
1994-12-02,final,32.635656,159.3255
1994-12-03,final,32.283786,161.1426
1994-12-04,final,31.870104,163.3326
1994-12-05,final,31.567327,167.8829
1994-12-06,final,34.600125,166.6879
1994-12-07,final,39.018689,164.5313
1994-12-08,final,40.986403,163.2059
1994-12-09,final,41.539582,159.5004
1994-12-10,final,41.425583,160.5366
