date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
1997-10-01,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1997-10-02,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1997-10-03,final,0.011365,100.7572,0.00009506,0.00095061,0.000000,0.019946,0.00000000,0.00016683
1997-10-04,final,0.003595,101.1200,0.00002605,0.00026051,0.000000,0.006309,0.00000000,0.00004572
1997-10-05,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1997-10-06,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1997-10-07,final,0.000000,100.6217,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1997-10-08,final,1.681596,134.6733,0.01158151,0.11581510,0.762900,2.375221,0.00529422,0.01632847
1997-10-09,final,2.688518,133.0025,0.01792002,0.17920017,1.336072,3.709628,0.00891090,0.02472199
1997-10-10,final,1.916395,132.2892,0.01273863,0.12738628,0.790376,2.766550,0.00527995,0.01837000
1997-10-11,final,1.462394,128.1828,0.00977513,0.08436417,0.264963,2.366465,0.00185394,0.01575571
1997-10-12,final,5.327297,143.6834,0.03811895,0.35554604,2.554570,7.420732,0.01729599,0.05384049
1997-10-13,final,8.018592,149.7943,0.05440509,0.48587880,4.305413,10.822079,0.02817663,0.07420782
1997-10-14,final,7.604999,152.0277,0.05000757,0.45845180,3.882038,10.415871,0.02519587,0.06874063
1997-10-15,final,5.963657,153.3165,0.03850053,0.36322725,2.670909,8.449714,0.01722488,0.05456385
1997-10-16,final,4.398088,153.1716,0.02800812,0.26723788,1.626322,6.490798,0.01049431,0.04123122
1997-10-17,final,3.101498,149.4876,0.01952850,0.18781968,0.915075,4.752268,0.00596495,0.02976911
1997-10-18,final,2.032890,145.0593,0.01264330,0.12195695,0.447039,3.230223,0.00296282,0.01995215
1997-10-19,final,1.409956,137.0683,0.00866204,0.08378378,0.195023,2.327242,0.00131440,0.01420958
1997-10-20,final,1.040763,130.8613,0.00633472,0.06163867,0.090214,1.758436,0.00063575,0.01063750
1997-10-21,final,1.239911,128.5269,0.00778245,0.07592114,0.178195,2.041518,0.00136554,0.01262729
1997-10-22,final,1.054689,126.3825,0.00652539,0.06375951,0.113807,1.765065,0.00087465,0.01079175
1997-10-23,final,0.896085,124.3527,0.00545962,0.05347616,0.067118,1.521963,0.00052128,0.00918811
1997-10-24,final,4.205460,141.5418,0.02904013,0.28577951,3.607703,4.656772,0.02519342,0.03194444
1997-10-25,final,17.477369,130.9537,0.13871125,0.87268775,15.719654,18.804462,0.11324320,0.15793987
1997-10-26,final,21.856501,136.8433,0.16561539,0.90866235,19.711453,23.476034,0.13737081,0.18694032
1997-10-27,final,21.468662,146.5350,0.14817538,0.89572231,19.217230,23.168515,0.12726147,0.16396559
1997-10-28,final,20.490157,154.3500,0.13206472,0.86900440,17.905714,22.441437,0.11422207,0.14553610
1997-10-29,final,19.586721,158.5054,0.12220972,0.83629801,16.902979,21.612972,0.10453948,0.13555093
1997-10-30,final,18.561828,162.1066,0.11261398,0.80328332,15.486949,20.883391,0.09263611,0.12769747
1997-10-31,final,16.688024,166.3121,0.09790307,0.74099278,12.945966,19.513315,0.07478382,0.11535833
1997-11-01,final,15.735405,167.3992,0.09131286,0.66952853,9.867903,20.165426,0.05554495,0.11831798
1997-11-02,final,15.458267,167.3241,0.08966577,0.65202065,9.201175,20.182433,0.05121803,0.11869418
1997-11-03,final,14.995501,167.8418,0.08641128,0.63512680,8.660190,19.778723,0.04777256,0.11558389
1997-11-04,final,13.940645,169.6120,0.07875386,0.59439714,7.375816,18.897155,0.04000321,0.10801097
1997-11-05,final,12.678114,170.2631,0.07019109,0.54259408,5.868184,17.819677,0.03130669,0.09954919
1997-11-06,final,11.493087,171.3019,0.06214287,0.49151912,4.756786,16.579060,0.02496162,0.09021507
1997-11-07,final,10.008447,170.6900,0.05292641,0.43538612,3.661022,14.800813,0.01897950,0.07855665
1997-11-08,final,8.740865,171.0156,0.04528384,0.38376890,2.765129,13.252604,0.01415195,0.06878873
1997-11-09,final,9.637414,162.3462,0.05451558,0.44484617,3.318223,14.408465,0.01937475,0.08104725
1997-11-10,final,13.951970,154.9482,0.08831068,0.66787419,6.839684,19.321814,0.04397255,0.12178640
1997-11-11,final,15.845162,152.7405,0.10265865,0.73460897,8.372260,21.487274,0.05455004,0.13898112
1997-11-12,final,22.546369,147.1620,0.15362574,0.87179886,13.833477,29.124687,0.09344428,0.19906332
1997-11-13,final,22.846591,152.3581,0.14959617,0.86541839,14.008723,29.519266,0.09100729,0.19383134
1997-11-14,final,24.376352,149.3125,0.16346418,0.89258970,15.194564,31.308691,0.10078384,0.21078844
1997-11-15,final,25.805105,146.6282,0.17544550,0.91549572,16.085495,33.143505,0.10899676,0.22561494
1997-11-16,final,25.676126,149.9826,0.17058473,0.91021730,15.949503,33.019820,0.10534014,0.21984502
1997-11-17,final,25.524653,152.0499,0.16727085,0.90635062,15.757272,32.899120,0.10244424,0.21621556
1997-11-18,final,25.444211,153.0476,0.16560116,0.90416858,15.652911,32.836738,0.10102079,0.21435996
1997-11-19,final,25.328275,154.0517,0.16389265,0.89990752,15.462160,32.777286,0.09890885,0.21295604
1997-11-20,final,26.664751,155.1538,0.17195808,0.90657539,16.208558,34.559278,0.10273063,0.22422547
1997-11-21,final,28.578343,155.3639,0.18436443,0.90926634,17.292593,37.099193,0.10941940,0.24094866
1997-11-22,final,30.315134,155.0483,0.19647021,0.91663078,18.592810,39.165601,0.11820587,0.25556055
1997-11-23,final,30.135564,156.3593,0.19326588,0.91256377,18.420122,38.980836,0.11613044,0.25150387
1997-11-24,final,29.747488,158.5488,0.18784166,0.90323447,17.958578,38.648229,0.11151771,0.24546698
1997-11-25,final,29.116595,161.7653,0.18006073,0.88305685,17.003572,38.262044,0.10330342,0.23801323
1997-11-26,final,28.070306,165.4018,0.16939430,0.84398440,15.329286,37.689899,0.09081996,0.22871868
1997-11-27,final,30.662087,165.6580,0.18528538,0.84021161,15.294624,42.264671,0.08914779,0.25787019
1997-11-28,final,35.495219,157.9213,0.22353029,0.91181519,19.241565,47.766885,0.11802568,0.30318729
1997-11-29,final,37.930779,160.2153,0.23587975,0.92086167,22.212349,49.798346,0.13563078,0.31156869
1997-11-30,final,37.718979,162.8430,0.23038842,0.91365025,21.897070,49.664673,0.13114051,0.30532155
1997-12-01,final,37.553494,165.3090,0.22604432,0.90673138,21.592654,49.604083,0.12722279,0.30065552
1997-12-02,final,39.540028,162.9154,0.24064457,0.93220151,23.109330,51.945364,0.13768020,0.31838367
1997-12-03,final,43.687731,155.4244,0.27952760,0.95957053,26.838475,56.409082,0.16863496,0.36325262
1997-12-04,final,44.094248,157.0229,0.27877140,0.95817798,27.094438,56.929269,0.16904922,0.36161271
1997-12-05,final,43.947197,158.5341,0.27471101,0.95650364,26.939678,56.788039,0.16657939,0.35635144
1997-12-06,final,43.782851,160.1242,0.27051100,0.95444758,26.772395,56.625910,0.16410424,0.35084912
1997-12-07,final,43.960624,161.4725,0.26928395,0.95822066,26.965076,56.792427,0.16396661,0.34879955
1997-12-08,final,45.849165,161.2486,0.28156381,0.97218785,28.847918,58.685271,0.17614516,0.36115592
1997-12-09,final,50.599108,158.6188,0.31748984,0.99561996,34.230721,62.957398,0.21446394,0.39527539
1997-12-10,final,53.949198,154.7994,0.34730618,0.99842235,37.825385,66.122832,0.24270991,0.42627737
1997-12-11,final,55.763990,153.3068,0.36224729,0.99850268,39.510319,68.035669,0.25610537,0.44238547
1997-12-12,final,55.571718,154.7321,0.35722491,0.99837204,39.239772,67.902495,0.25224745,0.43648390
1997-12-13,final,55.354764,156.2787,0.35189696,0.99818552,38.941231,67.747140,0.24814776,0.43022860
1997-12-14,final,55.191707,158.3539,0.34574797,0.99791199,38.776557,67.585304,0.24419612,0.42242060
1997-12-15,final,55.014879,161.1645,0.33826549,0.99730795,38.584392,67.420056,0.23884326,0.41333024
1997-12-16,final,54.932662,163.5564,0.33262393,0.99656643,38.488808,67.347930,0.23476662,0.40650714
1997-12-17,final,54.778288,165.6130,0.32713994,0.99584133,38.328664,67.197913,0.23106708,0.39967588
1997-12-18,final,54.573241,168.5284,0.32011365,0.99487413,38.045495,67.051850,0.22536534,0.39164954
1997-12-19,final,54.339829,171.8448,0.31270264,0.99367038,37.743917,66.869903,0.21899323,0.38345415
1997-12-20,final,54.391373,173.5850,0.30954097,0.99326047,37.888475,66.851221,0.21810990,0.37857231
1997-12-21,final,54.329629,175.4019,0.30572099,0.99272877,37.840628,66.778985,0.21570789,0.37368175
1997-12-22,final,54.364044,176.8925,0.30310676,0.99257623,37.857940,66.826312,0.21409664,0.37031026
1997-12-23,final,55.032773,175.8310,0.30765443,0.99439464,38.704925,67.360455,0.22089510,0.37315857
1997-12-24,final,55.111849,176.6474,0.30618697,0.99448295,38.831173,67.403918,0.22123537,0.37032625
1997-12-25,final,57.307267,167.9953,0.33393827,0.99835601,41.184292,69.480269,0.24793630,0.39887059
1997-12-26,final,57.561420,168.7106,0.33421030,0.99813849,41.501704,69.686661,0.24879769,0.39869764
1997-12-27,final,57.387132,169.9023,0.33068310,0.99759869,41.233967,69.582928,0.24560364,0.39491892
